participant,language,task,word,stop,foll_vowel, type, duration,corr,excl,reason,negvotva,posvotva,
32,hu,c,kicsúszni,k,i,POS_VOT,43,,,,,,
61,hu,q,kicsúszni,k,i,POS_VOT,43,TRUE,,,,,
7,hu,s,kiderítették,k,i,POS_VOT,47,FALSE,,,,,
10,hu,c,kiderül,k,i,POS_VOT,36,,,,,,
10,hu,q,kiderül,k,i,POS_VOT,32,,,,,,
78,hu,q,kiderül,k,i,POS_VOT,38,TRUE,,,,,
79,hu,q,kiderül,k,i,POS_VOT,29,,,,,,
149,hu,s,kiderüljön,k,i,POS_VOT,28,,,,,,
50,hu,q,kiderülne,k,i,POS_VOT,26,,,,,,
79,hu,q,kiderülne,k,i,POS_VOT,45,,,,,,
50,hu,q,kiderülne,k,i,POS_VOT,35,TRUE,,,,,
67,hu,c,kiderülnek,k,i,POS_VOT,29,,,,,,
10,hu,c,kiderült,k,i,NEG_VOT,-38,TRUE,,,,,
50,hu,c,kiderült,k,i,POS_VOT,37,TRUE,,,,,
78,hu,c,kiderült,k,i,POS_VOT,32,,,,,,
78,hu,q,kiderült,k,i,POS_VOT,41,,,,,,
79,hu,s,kiderült,k,i,POS_VOT,48,TRUE,,,,,
78,hu,q,kiderült,k,i,POS_VOT,32,,,,,,
78,hu,q,kiderült,k,i,POS_VOT,49,FALSE,,,,,
51,hu,q,kidobtunk,k,i,,,,TRUE,NR,,,
51,hu,q,kidolgozni,k,i,POS_VOT,39,,,,,,
51,hu,q,kidolgozza,k,i,POS_VOT,44,TRUE,,,,,
67,hu,c,kiégett,k,i,POS_VOT,65,FALSE,,,,,
149,hu,q,kiégettem,k,i,POS_VOT,73,FALSE,,,,,
79,hu,q,kiejteni,k,i,POS_VOT,55,FALSE,,,,,
4,hu,q,kiejtési,k,i,POS_VOT,32,,,,,,
4,hu,q,kiejtési,k,i,POS_VOT,44,TRUE,,,,,
4,hu,q,kiejtési,k,i,POS_VOT,51,TRUE,,,,,
2,hu,q,kiejtésmódot,k,i,POS_VOT,55,FALSE,,,,,
4,hu,q,kiejtésvizsgálati,k,i,POS_VOT,50,FALSE,,,,,
2,hu,q,kiejtett,k,i,POS_VOT,53,TRUE,,,,,
79,hu,q,kiemelhetek,k,i,POS_VOT,87,FALSE,,,,,
78,hu,q,kiemelni,k,i,POS_VOT,55,FALSE,,,,,
47,hu,q,kiengedni,k,i,POS_VOT,56,FALSE,,,,,
45,hu,q,kiesett,k,i,POS_VOT,41,,,,,,
32,hu,q,kifejezés,k,i,POS_VOT,39,,,,,,
32,hu,q,kifejezés,k,i,POS_VOT,36,,,,,,
49,hu,q,kifejezései,k,i,POS_VOT,41,,,,,,
49,hu,q,kifejezéseit,k,i,POS_VOT,37,,,,,,
82,hu,q,kifejezéseket,k,i,,,,TRUE,NR,,,
82,hu,q,kifejezéssel,k,i,POS_VOT,39,TRUE,,,,,
82,hu,q,kifejezést,k,i,POS_VOT,52,FALSE,,,,,
52,hu,c,kifejezetten,k,i,POS_VOT,45,,,,,,
7,hu,q,kifejezetten,k,i,,,,TRUE,NR,,,
10,hu,q,kifejezetten,k,i,POS_VOT,37,,,,,,
32,hu,q,kifejezetten,k,i,POS_VOT,43,,,,,,
52,hu,q,kifejezetten,k,i,POS_VOT,34,,,,,,
52,hu,q,kifejezetten,k,i,POS_VOT,36,,,,,,
52,hu,q,kifejlesztett,k,i,POS_VOT,36,,,,,,
165,hu,q,kifejteni,k,i,POS_VOT,42,,,,,,
149,hu,c,kifektetett,k,i,POS_VOT,45,,,,,,
67,hu,q,kifelé,k,i,POS_VOT,39,TRUE,,,,,
78,hu,q,kifele,k,i,POS_VOT,44,,,,,,
147,hu,q,kifelé,k,i,POS_VOT,26,,,,,,
165,hu,q,kífer,k,iː,,,,TRUE,NR,,,
165,hu,q,kíferrel,k,iː,POS_VOT,53,FALSE,,,,,
147,hu,q,kifizethető,k,i,POS_VOT,28,,,,,,
2,hu,c,kifolyólag,k,i,POS_VOT,26,TRUE,,,,,
32,hu,c,kifolyólag,k,i,POS_VOT,32,,,,,,
47,hu,c,kifolyólag,k,i,POS_VOT,77,FALSE,,,,,
45,hu,s,kig,k,i,POS_VOT,47,FALSE,,,,,
45,hu,q,kígyóhaz,k,iː,POS_VOT,81,FALSE,,,,,
45,hu,q,kígyóhoz,k,iː,,,,TRUE,NR,,,
52,hu,q,kihagyás,k,i,,,,TRUE,NR,,,
6,hu,c,kihagyunk,k,i,POS_VOT,39,,,,,,
14,hu,s,kihasználják,k,i,POS_VOT,33,,,,,,
32,hu,q,kihasználom,k,i,POS_VOT,37,,,,,,
51,hu,q,kihasználták,k,i,POS_VOT,51,FALSE,,,,,
1,hu,s,kihegyezve,k,i,POS_VOT,18,TRUE,,,,,
49,hu,c,kiheverni,k,i,POS_VOT,38,,,,,,
2,hu,c,kihívás,k,i,POS_VOT,60,FALSE,,,,,
61,hu,q,kihívás,k,i,POS_VOT,43,TRUE,,,,,
6,hu,q,kihívásk,k,i,POS_VOT,27,,,,,,
67,hu,q,kihívni,k,i,POS_VOT,35,,,,,,
24,hu,c,kihozni,k,i,POS_VOT,53,FALSE,,,,,
50,hu,q,kihozni,k,i,POS_VOT,33,,,,,,
23,hu,s,kihozni,k,i,POS_VOT,40,,,,,,
50,hu,q,kihozzam,k,i,POS_VOT,33,,,,,,
147,hu,q,kihullott,k,i,POS_VOT,33,,,,,,
67,hu,c,kihúzni,k,i,POS_VOT,30,,,,,,
1,hu,c,kihúzódtam,k,i,POS_VOT,29,TRUE,,,,,
51,hu,c,kiigazodni,k,i,POS_VOT,47,TRUE,,,,,
49,hu,q,kiindulni,k,i,POS_VOT,42,,,,,,
60,hu,q,kiírás,k,i,POS_VOT,71,FALSE,,,,,
60,hu,q,kiírás,k,i,POS_VOT,62,FALSE,,,,,
60,hu,q,kiírójával,k,i,,,,TRUE,NR,,,
149,hu,s,kiírta,k,i,POS_VOT,55,FALSE,,,,,
4,hu,q,kiírva,k,i,POS_VOT,84,TRUE,,,,,
61,hu,q,kiírva,k,i,POS_VOT,49,FALSE,,,,,
51,hu,c,kijár,k,i,POS_VOT,60,FALSE,,,,,
165,hu,q,kijárók,k,i,POS_VOT,47,FALSE,,,,,
147,hu,c,kijárt,k,i,POS_VOT,41,,,,,,
2,hu,q,kije,k,i,POS_VOT,34,,,,,,
47,hu,r,kijelenteni,k,i,POS_VOT,71,FALSE,,,,,
79,hu,senr,kijelenteni,k,i,POS_VOT,17,,,,,,
47,hu,q,kijelentések,k,i,POS_VOT,36,,,,,,
7,hu,c,kijelentést,k,i,POS_VOT,46,TRUE,,,,,
10,hu,q,kijelentettem,k,i,NEG_VOT,-38,TRUE,,,,,
10,hu,q,kijelentettem,k,i,POS_VOT,39,,,,,,
10,hu,q,kijelentettem,k,i,POS_VOT,39,,,,,,
29,hu,c,kijön,k,i,POS_VOT,53,FALSE,,,,,
50,hu,q,kijön,k,i,POS_VOT,57,FALSE,,,,,
79,hu,q,kijön,k,i,POS_VOT,59,FALSE,,,,,
29,hu,c,kijön,k,i,POS_VOT,44,,,,,,
78,hu,q,kijönni,k,i,POS_VOT,56,FALSE,,,,,
60,hu,c,kijött,k,i,POS_VOT,69,FALSE,,,,,
78,hu,q,kijött,k,i,POS_VOT,69,FALSE,,,,,
79,hu,s,kijöttek,k,i,POS_VOT,62,FALSE,,,,,
6,hu,c,kijövök,k,i,POS_VOT,47,FALSE,,,,,
61,hu,q,kijutni,k,i,POS_VOT,72,FALSE,,,,,
147,hu,c,kik,k,i,POS_VOT,29,,,,,,
79,hu,s,kik,k,i,POS_VOT,43,,,,,,
79,hu,s,kik,k,i,POS_VOT,57,FALSE,,,,,
79,hu,s,kik,k,i,,,,TRUE,VA,-47,38,
61,hu,q,kikapcsolódási,k,i,POS_VOT,42,,,,,,
3,hu,q,kikapcsolódni,k,i,POS_VOT,31,TRUE,,,,,
165,hu,c,kikapcsolta,k,i,,,,TRUE,NR,,,
79,hu,s,kikapcsoltam,k,i,POS_VOT,27,TRUE,,,,,
32,hu,q,kikaptunk,k,i,POS_VOT,30,TRUE,,,,,
45,hu,q,kikép,k,i,POS_VOT,43,,,,,,
47,hu,c,kikérem,k,i,POS_VOT,44,,,,,,
45,hu,q,kikerülik,k,i,,,,TRUE,NR,,,
14,hu,q,kikerülnek,k,i,,,,TRUE,NR,,,
14,hu,q,kikerülnek,k,i,POS_VOT,32,TRUE,,,,,
32,hu,q,kikerülő,k,i,POS_VOT,39,TRUE,,,,,
32,hu,c,kikerültük,k,i,POS_VOT,25,TRUE,,,,,
10,hu,q,kiket,k,i,POS_VOT,31,,,,,,
47,hu,c,kikötném,k,i,POS_VOT,46,TRUE,,,,,
79,hu,q,kikötőbe,k,i,POS_VOT,47,FALSE,,,,,
79,hu,q,kikötőig,k,i,POS_VOT,45,TRUE,,,,,
38,hu,q,kiküldii,k,i,POS_VOT,43,,,,,,
67,hu,c,kiküldjük,k,i,,,,TRUE,NV,,,
78,hu,q,kiküszöbölni,k,i,POS_VOT,54,FALSE,,,,,
82,hu,c,kilátás,k,i,POS_VOT,61,FALSE,,,,,
4,hu,q,kilátástalank,k,i,POS_VOT,97,FALSE,,,,,
4,hu,q,kilátástalank,k,i,POS_VOT,43,,,,,,
49,hu,q,kilenc,k,i,POS_VOT,29,,,,,,
49,hu,q,kilenc,k,i,POS_VOT,44,,,,,,
165,hu,c,kilencedikes,k,i,POS_VOT,40,,,,,,
10,hu,c,kilencedikeseket,k,i,POS_VOT,22,,,,,,
165,hu,q,kilencszáznyolcvanhatba,k,i,POS_VOT,71,FALSE,,,,,
149,hu,c,kilencven,k,i,POS_VOT,48,FALSE,,,,,
49,hu,q,kilencven,k,i,POS_VOT,24,,,,,,
47,hu,c,kilencvenezer,k,i,POS_VOT,50,FALSE,,,,,
49,hu,q,kilencvenhétbe,k,i,POS_VOT,37,,,,,,
78,hu,c,kilencvenkilencben,k,i,POS_VOT,46,FALSE,,,,,
51,hu,q,kilencvenkilencig,k,i,POS_VOT,39,,,,,,
4,hu,q,kilencvennégyben,k,i,POS_VOT,62,TRUE,,,,,
49,hu,q,kilendített,k,i,POS_VOT,62,FALSE,,,,,
2,hu,q,kilengések,k,i,POS_VOT,40,,,,,,
2,hu,q,kilengések,k,i,POS_VOT,50,FALSE,,,,,
45,hu,q,kilép,k,i,POS_VOT,66,FALSE,,,,,
45,hu,q,kilép,k,i,POS_VOT,37,,,,,,
45,hu,q,kilép,k,i,POS_VOT,48,FALSE,,,,,
49,hu,c,kiló,k,i,POS_VOT,43,,,,,,
1,hu,r,kiló,k,i,POS_VOT,39,,,,,,
2,hu,r,kiló,k,i,POS_VOT,49,FALSE,,,,,
3,hu,r,kiló,k,i,POS_VOT,71,FALSE,,,,,
4,hu,r,kiló,k,i,POS_VOT,30,,,,,,
6,hu,r,kiló,k,i,POS_VOT,48,FALSE,,,,,
7,hu,r,kiló,k,i,POS_VOT,56,TRUE,,,,,
10,hu,r,kiló,k,i,POS_VOT,40,,,,,,
14,hu,r,kiló,k,i,POS_VOT,49,FALSE,,,,,
23,hu,r,kiló,k,i,POS_VOT,40,,,,,,
24,hu,r,kiló,k,i,POS_VOT,56,FALSE,,,,,
29,hu,r,kiló,k,i,POS_VOT,73,FALSE,,,,,
32,hu,r,kiló,k,i,POS_VOT,43,,,,,,
38,hu,r,kiló,k,i,POS_VOT,57,FALSE,,,,,
45,hu,r,kiló,k,i,POS_VOT,46,FALSE,,,,,
47,hu,r,kiló,k,i,,,,TRUE,NR,,,
49,hu,r,kiló,k,i,POS_VOT,45,,,,,,
50,hu,r,kiló,k,i,POS_VOT,44,,,,,,
51,hu,r,kiló,k,i,POS_VOT,47,FALSE,,,,,
52,hu,r,kiló,k,i,POS_VOT,30,TRUE,,,,,
60,hu,r,kiló,k,i,POS_VOT,56,FALSE,,,,,
61,hu,r,kiló,k,i,POS_VOT,52,FALSE,,,,,
67,hu,r,kiló,k,i,POS_VOT,23,,,,,,
78,hu,r,kiló,k,i,POS_VOT,68,FALSE,,,,,
79,hu,r,kiló,k,i,POS_VOT,63,FALSE,,,,,
82,hu,r,kiló,k,i,POS_VOT,41,,,,,,
147,hu,r,kiló,k,i,POS_VOT,36,,,,,,
149,hu,r,kiló,k,i,POS_VOT,74,TRUE,,,,,
165,hu,r,kiló,k,i,POS_VOT,40,,,,,,
78,hu,q,kilóban,k,i,POS_VOT,51,TRUE,,,,,
78,hu,q,kilóig,k,i,POS_VOT,44,,,,,,
7,hu,q,kilóra,k,i,POS_VOT,46,FALSE,,,,,
7,hu,q,kilóra,k,i,POS_VOT,41,,,,,,
78,hu,q,kilót,k,i,POS_VOT,44,,,,,,
78,hu,q,kilótól,k,i,POS_VOT,55,FALSE,,,,,
6,hu,c,kilőve,k,i,NEG_VOT,-50,FALSE,,,,,
24,hu,r,kimaradt,k,i,POS_VOT,62,FALSE,,,,,
149,hu,c,kimegyek,k,i,,,,TRUE,NR,,,
82,hu,c,kimegyünk,k,i,POS_VOT,43,,,,,,
82,hu,c,kimegyünk,k,i,POS_VOT,41,,,,,,
60,hu,s,kiméletesebbek,k,i,POS_VOT,65,FALSE,,,,,
23,hu,q,kiméljük,k,i,POS_VOT,46,FALSE,,,,,
32,hu,s,kímélve,k,i,POS_VOT,50,FALSE,,,,,
47,hu,q,kimeneküljön,k,i,POS_VOT,56,FALSE,,,,,
149,hu,q,kimennek,k,i,POS_VOT,73,FALSE,,,,,
47,hu,c,kimenni,k,i,POS_VOT,21,,,,,,
32,hu,q,kimenni,k,i,POS_VOT,36,,,,,,
149,hu,q,kimenni,k,i,POS_VOT,59,FALSE,,,,,
4,hu,c,kiment,k,i,POS_VOT,34,,,,,,
10,hu,c,kiment,k,i,POS_VOT,43,,,,,,
49,hu,c,kiment,k,i,POS_VOT,30,,,,,,
3,hu,q,kimerültség,k,i,POS_VOT,44,,,,,,
32,hu,q,kimondak,k,i,POS_VOT,56,FALSE,,,,,
23,hu,c,kimosása,k,i,POS_VOT,35,TRUE,,,,,
78,hu,c,kimosni,k,i,POS_VOT,43,,,,,,
78,hu,c,kimutathatóan,k,i,POS_VOT,50,FALSE,,,,,
60,hu,s,kimutatták,k,i,POS_VOT,58,FALSE,,,,,
61,hu,s,kimutatták,k,i,POS_VOT,46,FALSE,,,,,
14,hu,s,kin,k,i,POS_VOT,48,FALSE,,,,,
51,hu,q,kínába,k,iː,POS_VOT,96,FALSE,,,,,
51,hu,q,kínából,k,iː,POS_VOT,74,TRUE,,,,,
51,hu,q,kíi,k,iː,,,,TRUE,NR,,,
51,hu,q,kíi,k,iː,POS_VOT,33,,,,,,
51,hu,q,kíi,k,iː,POS_VOT,,,TRUE,NR,,,
51,hu,q,kíi,k,iː,POS_VOT,67,FALSE,,,,,
51,hu,q,kíiak,k,iː,POS_VOT,55,FALSE,,,,,
51,hu,q,kíiak,k,iː,POS_VOT,63,FALSE,,,,,
50,hu,q,kínál,k,iː,POS_VOT,70,FALSE,,,,,
51,hu,q,kínálat,k,iː,POS_VOT,71,FALSE,,,,,
1,hu,r,kínált,k,iː,POS_VOT,45,,,,,,
2,hu,r,kínált,k,iː,POS_VOT,54,FALSE,,,,,
3,hu,r,kínált,k,iː,POS_VOT,55,FALSE,,,,,
4,hu,r,kínált,k,iː,,,,TRUE,NR,,,
6,hu,r,kínált,k,iː,POS_VOT,54,FALSE,,,,,
7,hu,r,kínált,k,iː,POS_VOT,62,FALSE,,,,,
10,hu,r,kínált,k,iː,POS_VOT,51,FALSE,,,,,
23,hu,r,kínált,k,iː,POS_VOT,36,,,,,,
24,hu,r,kínált,k,iː,POS_VOT,62,FALSE,,,,,
29,hu,r,kínált,k,iː,POS_VOT,41,,,,,,
32,hu,r,kínált,k,iː,POS_VOT,71,FALSE,,,,,
38,hu,r,kínált,k,iː,POS_VOT,49,FALSE,,,,,
45,hu,r,kínált,k,iː,POS_VOT,67,FALSE,,,,,
47,hu,r,kínált,k,iː,POS_VOT,83,FALSE,,,,,
49,hu,r,kínált,k,iː,POS_VOT,41,,,,,,
50,hu,r,kínált,k,iː,POS_VOT,61,FALSE,,,,,
51,hu,r,kínált,k,iː,POS_VOT,83,FALSE,,,,,
52,hu,r,kínált,k,iː,POS_VOT,59,FALSE,,,,,
60,hu,r,kínált,k,iː,POS_VOT,54,FALSE,,,,,
61,hu,r,kínált,k,iː,POS_VOT,78,FALSE,,,,,
67,hu,r,kínált,k,iː,POS_VOT,47,FALSE,,,,,
78,hu,r,kínált,k,iː,POS_VOT,52,FALSE,,,,,
79,hu,r,kínált,k,iː,POS_VOT,72,FALSE,,,,,
82,hu,r,kínált,k,iː,POS_VOT,56,FALSE,,,,,
147,hu,r,kínált,k,iː,POS_VOT,37,,,,,,
149,hu,r,kínált,k,iː,POS_VOT,69,FALSE,,,,,
165,hu,r,kínált,k,iː,NEG_VOT,-84,TRUE,,,,,
51,hu,q,kínáltak,k,iː,POS_VOT,68,FALSE,,,,,
60,hu,q,kine,k,i,POS_VOT,41,,,,,,
2,hu,c,kinek,k,i,POS_VOT,46,FALSE,,,,,
3,hu,c,kinek,k,i,,,,TRUE,NR,,,
10,hu,q,kinek,k,i,POS_VOT,38,,,,,,
32,hu,q,kinek,k,i,POS_VOT,27,,,,,,
60,hu,q,kinek,k,i,POS_VOT,36,TRUE,,,,,
79,hu,q,kinek,k,i,POS_VOT,59,FALSE,,,,,
47,hu,r,kinek,k,i,POS_VOT,34,,,,,,
79,hu,senr,kinek,k,i,POS_VOT,61,FALSE,,,,,
2,hu,c,kinek,k,i,POS_VOT,48,FALSE,,,,,
10,hu,q,kinek,k,i,POS_VOT,38,,,,,,
32,hu,q,kinek,k,i,POS_VOT,46,FALSE,,,,,
79,hu,q,kinek,k,i,POS_VOT,37,,,,,,
2,hu,c,kinek,k,i,POS_VOT,27,,,,,,
2,hu,c,kinézek,k,i,POS_VOT,47,FALSE,,,,,
45,hu,c,kinézek,k,i,POS_VOT,46,FALSE,,,,,
45,hu,c,kinézek,k,i,POS_VOT,58,FALSE,,,,,
38,hu,q,kinézetre,k,i,POS_VOT,56,TRUE,,,,,
23,hu,c,kinézett,k,i,POS_VOT,49,FALSE,,,,,
1,hu,c,kinéztem,k,i,POS_VOT,25,,,,,,
149,hu,c,kinéztem,k,i,POS_VOT,34,,,,,,
24,hu,q,kínlódtam,k,iː,POS_VOT,40,,,,,,
1,hu,c,kinn,k,i,POS_VOT,18,TRUE,,,,,
23,hu,c,kinn,k,i,POS_VOT,35,,,,,,
60,hu,c,kinn,k,i,POS_VOT,52,FALSE,,,,,
4,hu,s,kinn,k,i,,,,TRUE,NR,,,
29,hu,s,kinn,k,i,POS_VOT,31,,,,,,
32,hu,s,kinn,k,i,POS_VOT,60,FALSE,,,,,
45,hu,s,kinn,k,i,POS_VOT,59,FALSE,,,,,
60,hu,s,kinn,k,i,POS_VOT,34,,,,,,
67,hu,s,kinn,k,i,POS_VOT,73,FALSE,,,,,
147,hu,s,kinn,k,i,POS_VOT,46,FALSE,,,,,
78,hu,q,kinőni,k,i,POS_VOT,33,,,,,,
147,hu,q,kinőtte,k,i,POS_VOT,44,,,,,,
47,hu,c,kint,k,i,POS_VOT,46,FALSE,,,,,
51,hu,c,kint,k,i,,,,TRUE,NR,,,
23,hu,q,kint,k,i,POS_VOT,51,FALSE,,,,,
47,hu,q,kint,k,i,POS_VOT,57,FALSE,,,,,
60,hu,q,kint,k,i,POS_VOT,74,FALSE,,,,,
67,hu,q,kint,k,i,POS_VOT,60,FALSE,,,,,
2,hu,s,kint,k,i,POS_VOT,51,FALSE,,,,,
6,hu,s,kint,k,i,POS_VOT,27,,,,,,
10,hu,s,kint,k,i,POS_VOT,42,TRUE,,,,,
29,hu,s,kint,k,i,POS_VOT,32,,,,,,
50,hu,s,kint,k,i,POS_VOT,58,FALSE,,,,,
51,hu,s,kint,k,i,POS_VOT,32,,,,,,
78,hu,s,kint,k,i,POS_VOT,56,FALSE,,,,,
79,hu,s,kint,k,i,POS_VOT,55,FALSE,,,,,
82,hu,s,kint,k,i,POS_VOT,40,,,,,,
149,hu,s,kint,k,i,POS_VOT,50,FALSE,,,,,
51,hu,c,kint,k,i,POS_VOT,54,FALSE,,,,,
2,hu,s,kint,k,i,POS_VOT,58,FALSE,,,,,
6,hu,s,kint,k,i,POS_VOT,45,,,,,,
50,hu,s,kint,k,i,POS_VOT,63,FALSE,,,,,
51,hu,s,kint,k,i,POS_VOT,48,FALSE,,,,,
149,hu,s,kint,k,i,POS_VOT,54,FALSE,,,,,
149,hu,s,kintrekedtek,k,i,POS_VOT,48,FALSE,,,,,
32,hu,q,kinyílt,k,i,POS_VOT,68,FALSE,,,,,
45,hu,c,kinyit,k,i,,,,TRUE,NV,,,
10,hu,c,kinyitja,k,i,POS_VOT,45,,,,,,
45,hu,c,kinyitom,k,i,POS_VOT,23,TRUE,,,,,
50,hu,q,kinyitotta,k,i,POS_VOT,25,,,,,,
23,hu,q,kinyögte,k,i,POS_VOT,32,,,,,,
45,hu,c,kinyomja,k,i,,,,TRUE,NR,,,
49,hu,q,kiosztottam,k,i,POS_VOT,38,,,,,,
79,hu,q,kipróbálnám,k,i,POS_VOT,31,,,,,,
79,hu,q,kipróbálni,k,i,POS_VOT,30,TRUE,,,,,
149,hu,c,kipróbáltam,k,i,POS_VOT,25,,,,,,
50,hu,c,kipukkanása,k,i,POS_VOT,40,,,,,,
47,hu,q,kiragadja,k,i,POS_VOT,24,,,,,,
47,hu,c,kirakatok,k,i,POS_VOT,63,FALSE,,,,,
1,hu,c,kiraktam,k,i,POS_VOT,17,TRUE,,,,,
1,hu,c,kirakva,k,i,,,,TRUE,NR,,,
78,hu,c,király,k,i,POS_VOT,42,,,,,,
49,hu,q,kirándulásra,k,i,POS_VOT,24,,,,,,
23,hu,q,kirándulni,k,i,POS_VOT,58,FALSE,,,,,
67,hu,q,kirándulni,k,i,POS_VOT,36,,,,,,
67,hu,q,kirándulni,k,i,POS_VOT,57,FALSE,,,,,
67,hu,q,kirándultunk,k,i,POS_VOT,55,FALSE,,,,,
147,hu,c,kirohanások,k,i,POS_VOT,34,,,,,,
47,hu,q,kirúgja,k,i,POS_VOT,60,TRUE,,,,,
47,hu,q,kirúgja,k,i,,,,TRUE,NR,,,
79,hu,q,kirúgom,k,i,POS_VOT,59,FALSE,,,,,
1,hu,c,kis,k,i,POS_VOT,25,,,,,,
2,hu,c,kis,k,i,POS_VOT,35,,,,,,
3,hu,c,kis,k,i,POS_VOT,24,TRUE,,,,,
4,hu,c,kis,k,i,,,,TRUE,NV,,,
14,hu,c,kis,k,i,POS_VOT,41,,,,,,
23,hu,c,kis,k,i,POS_VOT,29,,,,,,
45,hu,c,kis,k,i,POS_VOT,44,,,,,,
50,hu,c,kis,k,i,POS_VOT,54,FALSE,,,,,
51,hu,c,kis,k,i,POS_VOT,41,,,,,,
52,hu,c,kis,k,i,POS_VOT,26,,,,,,
67,hu,c,kis,k,i,POS_VOT,36,,,,,,
78,hu,c,kis,k,i,POS_VOT,62,FALSE,,,,,
79,hu,c,kis,k,i,POS_VOT,64,FALSE,,,,,
82,hu,c,kis,k,i,POS_VOT,44,TRUE,,,,,
165,hu,c,kis,k,i,POS_VOT,41,TRUE,,,,,
3,hu,q,kis,k,i,POS_VOT,44,,,,,,
14,hu,q,kis,k,i,POS_VOT,25,,,,,,
23,hu,q,kis,k,i,POS_VOT,19,,,,,,
24,hu,q,kis,k,i,POS_VOT,42,,,,,,
29,hu,q,kis,k,i,POS_VOT,28,,,,,,
32,hu,q,kis,k,i,POS_VOT,46,TRUE,,,,,
38,hu,q,kis,k,i,POS_VOT,66,FALSE,,,,,
45,hu,q,kis,k,i,POS_VOT,39,,,,,,
47,hu,q,kis,k,i,POS_VOT,74,TRUE,,,,,
50,hu,q,kis,k,i,POS_VOT,38,,,,,,
51,hu,q,kis,k,i,POS_VOT,52,FALSE,,,,,
52,hu,q,kis,k,i,POS_VOT,27,,,,,,
60,hu,q,kis,k,i,POS_VOT,30,,,,,,
78,hu,q,kis,k,i,POS_VOT,33,,,,,,
147,hu,q,kis,k,i,POS_VOT,74,FALSE,,,,,
14,hu,s,kis,k,i,POS_VOT,21,,,,,,
32,hu,s,kis,k,i,,,,TRUE,NV,,,
52,hu,s,kis,k,i,POS_VOT,26,,,,,,
61,hu,s,kis,k,i,POS_VOT,51,FALSE,,,,,
82,hu,s,kis,k,i,POS_VOT,38,,,,,,
147,hu,s,kis,k,i,POS_VOT,43,,,,,,
165,hu,s,kis,k,i,POS_VOT,38,,,,,,
2,hu,c,kis,k,i,,,,TRUE,NR,,,
3,hu,c,kis,k,i,POS_VOT,35,TRUE,,,,,
14,hu,c,kis,k,i,,,,TRUE, NR,,,
45,hu,c,kis,k,i,POS_VOT,35,,,,,,
50,hu,c,kis,k,i,POS_VOT,35,TRUE,,,,,
67,hu,c,kis,k,i,POS_VOT,38,,,,,,
78,hu,c,kis,k,i,POS_VOT,35,TRUE,,,,,
82,hu,c,kis,k,i,POS_VOT,43,,,,,,
23,hu,q,kis,k,i,POS_VOT,24,TRUE,,,,,
24,hu,q,kis,k,i,POS_VOT,23,,,,,,
32,hu,q,kis,k,i,POS_VOT,54,FALSE,,,,,
38,hu,q,kis,k,i,POS_VOT,49,FALSE,,,,,
45,hu,q,kis,k,i,POS_VOT,38,,,,,,
47,hu,q,kis,k,i,POS_VOT,60,FALSE,,,,,
50,hu,q,kis,k,i,POS_VOT,55,FALSE,,,,,
51,hu,q,kis,k,i,POS_VOT,28,,,,,,
52,hu,q,kis,k,i,POS_VOT,33,,,,,,
78,hu,q,kis,k,i,POS_VOT,36,TRUE,,,,,
147,hu,q,kis,k,i,POS_VOT,37,,,,,,
14,hu,s,kis,k,i,POS_VOT,45,TRUE,,,,,
3,hu,c,kis,k,i,POS_VOT,45,,,,,,
14,hu,c,kis,k,i,POS_VOT,28,,,,,,
45,hu,c,kis,k,i,POS_VOT,31,,,,,,
50,hu,c,kis,k,i,POS_VOT,47,FALSE,,,,,
82,hu,c,kis,k,i,POS_VOT,32,,,,,,
23,hu,q,kis,k,i,POS_VOT,23,,,,,,
24,hu,q,kis,k,i,POS_VOT,38,,,,,,
45,hu,q,kis,k,i,POS_VOT,35,,,,,,
47,hu,q,kis,k,i,POS_VOT,59,FALSE,,,,,
51,hu,q,kis,k,i,POS_VOT,41,,,,,,
52,hu,q,kis,k,i,POS_VOT,66,FALSE,,,,,
78,hu,q,kis,k,i,POS_VOT,37,,,,,,
147,hu,q,kis,k,i,POS_VOT,30,TRUE,,,,,
14,hu,s,kis,k,i,POS_VOT,10,FALSE,,,,,
3,hu,c,kis,k,i,POS_VOT,48,FALSE,,,,,
45,hu,c,kis,k,i,,,,TRUE,NV,,,
82,hu,c,kis,k,i,POS_VOT,29,,,,,,
23,hu,q,kis,k,i,POS_VOT,33,,,,,,
24,hu,q,kis,k,i,POS_VOT,49,FALSE,,,,,
45,hu,q,kis,k,i,POS_VOT,35,,,,,,
51,hu,q,kis,k,i,POS_VOT,47,FALSE,,,,,
78,hu,q,kis,k,i,POS_VOT,20,,,,,,
45,hu,c,kis,k,i,NEG_VOT,-43,FALSE,,,,,
82,hu,c,kis,k,i,POS_VOT,55,FALSE,,,,,
24,hu,q,kis,k,i,POS_VOT,52,FALSE,,,,,
45,hu,q,kis,k,i,POS_VOT,37,,,,,,
51,hu,q,kis,k,i,POS_VOT,29,,,,,,
78,hu,q,kis,k,i,POS_VOT,43,,,,,,
45,hu,c,kis,k,i,POS_VOT,23,,,,,,
82,hu,c,kis,k,i,POS_VOT,53,FALSE,,,,,
45,hu,q,kis,k,i,,,,TRUE,NV,,,
78,hu,q,kis,k,i,POS_VOT,42,,,,,,
45,hu,c,kis,k,i,POS_VOT,45,,,,,,
